,name,city,offices,geo,lat,lng,total_money_raised,founded_year,number_of_employees,category_code,description,overview,tag_list
138,Big Red Zebra,Frankfurt,"[{'description': '', 'address1': 'Petersstr. 1', 'address2': '', 'zip_code': '60313', 'city': 'Frankfurt', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.118645, 'longitude': 8.685427}]","{'type': 'Point', 'coordinates': [8.685427, 50.118645]}",50.118645,8.685427,$0,2007.0,5.0,mobile,,"<p>Big Red Zebra is a small, Location-Based Services (LBS) provider, based in Frankfurt Germany. The company&#8217;s flagship product is called &#8220;Big Red Zebra&#8221;.</p>

<p>Big Red Zebra is an application for your mobile phone. It comes chock-full of useful information for your city. Big Red Zebra can help you find a nearby pharmacy in the middle of the night, figure out the best connection on the public transit network, o­r give you the number of a local taxi service. Big Red Zebra knows where you are, and it knows this without using GPS! Big Red Zebra doesn&#8217;t use any Internet connection to do its magic either, so even users without data plans get the benefits without any usage costs.</p>","mobile, lbs, public-transport, frankfurt, taxi, offline, handy, cell-phone, mobile-phone, location, location-based, location-based-service, location-based-services"
215,Yasni,Frankfurt,"[{'description': 'yasni GmbH', 'address1': 'Lyoner Str. 14', 'address2': '', 'zip_code': '60528', 'city': 'Frankfurt', 'state_code': None, 'country_code': 'DEU', 'latitude': 50.0832791, 'longitude': 8.6294777}]","{'type': 'Point', 'coordinates': [8.6294777, 50.0832791]}",50.0832791,8.6294777,$0,2007.0,20.0,search,People search engine,"<p>Yasni is the worlds leading people search engine with 50 million page views per month and approximately 22 million monthly visitors. People search, which accounts for nearly one-third of all search queries on the Internet, is one of the largest online markets as more and more people turn to the Web to find information about old friends, colleagues, partners, job applicants, neighbors, prospective mates and much more.</p>

<p>Within seconds, Yasni provides a comprehensive overview of people and their associated networks, including contacts, pictures and other publicly available information. Yasni is also the ultimate resource to control ones online reputation and manage what information is available about them on the Web, differentiate yourself from namesakes and (re)present yourself in the best possible way on the Internet.</p>","people-search, social-media, online-reputation, self-marketing, reputation"
172,Smaboo,Berlin,"[{'description': 'Headquarter', 'address1': 'Lindenstr. 41', 'address2': '', 'zip_code': '8008', 'city': 'Zurich', 'state_code': None, 'country_code': 'CHE', 'latitude': 47.358286, 'longitude': 8.553588}, {'description': 'German subsidiary', 'address1': 'Chausseestr. 86', 'address2': '', 'zip_code': '10115', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.537588, 'longitude': 13.37402}]","{'type': 'Point', 'coordinates': [13.37402, 52.537588]}",52.537588,13.37402,$0,2007.0,,other,,,"branding, online-campaign, promotion, pr, user-acquisition"
116,webme,Erlangen,"[{'description': 'Headquarter', 'address1': 'Richard-Wagner-StraÃŸe 2', 'address2': '', 'zip_code': '91054', 'city': 'Erlangen', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.596464, 'longitude': 11.003518}]","{'type': 'Point', 'coordinates': [11.003518, 49.596464]}",49.596464,11.003518,$0,2007.0,25.0,network_hosting,free website builder,<p>Webme is a web-hosting site that is based in Germany.</p>,"page-builder, page-creator, site-builder, site-creator, website-builder, website-creator, homepage-baukasten, websitecreator, sitecreator, ajax, sitebuilder, website"
38,YiGG,Weinheim,"[{'description': 'yigg HQ', 'address1': 'Schulstrasse 8', 'address2': '', 'zip_code': '69469', 'city': 'Weinheim', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.1128, 'longitude': 11.53283}]","{'type': 'Point', 'coordinates': [11.53283, 48.1128]}",48.1128,11.53283,$0,2007.0,3.0,web,Social News,"<p>YiGG is a Social News Community focusing on German speaking users. The interface is similar to that of Digg.</p>

<p>Yigg was the first in germany to introduce the Google Shared Adsense API with approval by google to monetize users</p>","yigg, social-news, news, nachrichten, nachrichten-community"
64,allyve,Hamburg,"[{'description': 'Headquarters', 'address1': 'Lilienstraße 15', 'address2': '', 'zip_code': '20095', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.550572, 'longitude': 9.997669}]","{'type': 'Point', 'coordinates': [9.997669, 53.550572]}",53.550572,9.997669,$0,2007.0,11.0,software,,"<p>Our All-in-One Social Media Software provides web businesses with the right tools and services to fully integrate sites and apps with the social web. Large companies like Siemens, Das Örtliche and Das Telefonbuch rely on our All-in-One API that covers 10 social networks including Facebook, Twitter and Linkedin. Our ability to deliver high-quality Social Plugins, like enabling users to login via their preferred social media profile, sharing content with one click in multiple social networks or amplifying website activity through gamification, makes websites more interactive and personalized than ever before. Additional Social Media Services empower web businesses to leverage the high quality data for their social media and online marketing activities. The benefits at a glance: driving conversion rates and user engagement, getting access to rich user profile data and boosting traffic through viral social media marketing.</p>

<p>Compliant with the German and European data privacy laws our Software-as-a-Service enables easy and innovative social media integration without having legal questions in mind. </p>","social-media, api-plugins, facebook, twitter, google"
113,AdScale,Munich,"[{'description': 'Corporate Headquarters', 'address1': 'Ungererstrasse 40', 'address2': '', 'zip_code': '80802', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.1654212, 'longitude': 11.5893956}]","{'type': 'Point', 'coordinates': [11.5893956, 48.1654212]}",48.1654212,11.5893956,$6.15M,2007.0,40.0,advertising,Online Advertising Marketplace,"<p>AdScale is Germany&#8217;s real time market place for online advertising, bringing advertisers and website providers (publishers) together.</p>",
56,venyoo,Hamburg,"[{'description': 'venyoo GmbH', 'address1': 'HeuÃŸweg 39', 'address2': '', 'zip_code': '20255', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.576846, 'longitude': 9.951868}]","{'type': 'Point', 'coordinates': [9.951868, 53.576846]}",53.576846,9.951868,$0,2007.0,,web,,,
54,Couch Tycoon,Hamburg,"[{'description': 'Headquarters', 'address1': 'Tarpenbekstr. 61', 'address2': '', 'zip_code': '20251', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.595054, 'longitude': 9.983828}]","{'type': 'Point', 'coordinates': [9.983828, 53.595054]}",53.595054,9.983828,$0,2007.0,3.0,web,,<p>Couch Tycoon is a German site that turns venture funding into an online game.  Participants use the site&#8217;s own currency to buy partial ownership in various companies.</p>,"venture, p2p, shared-investment, micro-investment"
48,andUNITE,Munich,"[{'description': None, 'address1': 'LeopoldstraÃŸe 244', 'address2': '', 'zip_code': '80807', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.181148, 'longitude': 11.585092}]","{'type': 'Point', 'coordinates': [11.585092, 48.181148]}",48.181148,11.585092,$0,2007.0,,search,,"<p>andUNITE adds human knowledge to search results. Users engage with others over their searches and results, while using Google, Yahoo and Live.com. andUNITE allows you to see what people are searching for and the solutions they found. There are no extra steps needed during search.</p>","andunite, social-search, search-term, search-terms"
43,Zankapfel,Munich,"[{'description': '', 'address1': 'Thalkirchnerstr. 55', 'address2': '', 'zip_code': '80337', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.122346, 'longitude': 11.558864}]","{'type': 'Point', 'coordinates': [11.558864, 48.122346]}",48.122346,11.558864,$0,2007.0,2.0,games_video,,"<p>Zankapfel is a competitive voting platform where you can settle everyday conflicts with friends or complete strangers. Users vote users arguments over a given time and the winner wins the collected votes as an internal currency. On top of that it is possible to fight it out over a jackpot. The winner takes it all. </p>

<p>Munich based Zankapfel was angel-founded in 2007 and is run by CEO Marcus Janietz. The website is live since January 17th 2008.</p>","zankapfel, competition, gaming, voting"
40,babbel,Berlin,"[{'description': 'Lesson Nine GmbH', 'address1': 'Bergmannstr. 5', 'address2': '', 'zip_code': '10961', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.4897, 'longitude': 13.38861}]","{'type': 'Point', 'coordinates': [13.38861, 52.4897]}",52.4897,13.38861,$10M,2007.0,205.0,education,Learn Languages Online,"<p>Babbel is the smart learning system for languages. It is based on the latest technology, modern educational methods and a high fun-factor, making foreign language learning easy and enjoyable. </p>

<p>The web and apps offer a interactive and in-depth way to learn a language.</p>

<p>In stark contrast to other platforms that are quite regimented and continue to use traditional learning tools such as CD-ROMs, Babbel relies on a mixture of methods combining classic, interactive pronunciation, grammar and listening-comprehension exercises with authentic dialogues from everyday life. </p>

<p>Numerous courses for beginners and continuing learners are available. Vocabulary, grammar and review, as well as original, thematically-organized lessons such as Idioms, the Digital World, Politics, Sports or Travel, allow you to learn whatever, however and wherever you want. </p>

<p>Designed by a team of software experts and language-instruction professionals at the Berlin-based company Lesson Nine, the courses are always up to date. </p>

<p>The success story began in 2007 when four friends from the music software industry noticed that it was not possible to learn languages on the internet. Originally, the idea had been to provide a tool for mixing music online. Lesson Nine founders Thomas Holl and Toine Diepstraten have many years of application development, IT management, community cultivation and interactive media experience. The other two founders, Lorenz Heine, was a co-founder and CFO of Native Instruments, and has extensive entrepreneurial experience in the software industry, while Markus Witte has online marketing and management experience, and a solid academic grounding in language, cultural theory and media. Head of Content Production Miriam Plieninger is an experienced expert and holds a Master&#8217;s degrees in language instruction.</p>","online-language-learning, learn-english, apps, learn-spanish, learn-italian, learn-german, learn-french, learn-indonesian"
36,iliketotallyloveit,Berlin,"[{'description': 'Head Office', 'address1': 'Kastanienallee 19', 'address2': 'Prenzlauer Berg', 'zip_code': '10435', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 37.38988, 'longitude': -122.095612}]","{'type': 'Point', 'coordinates': [-122.095612, 37.38988]}",37.38988,-122.095612,$0,2007.0,,ecommerce,,"<p>iliketotallyloveit.com is a social shopping site that allows users to build community by publishing and ranking products they consider cool, innovative, elegant, useful, or unusual. Rank and exposure depend on the number of votes a product receives. Each listing also includes a link to an online retailer. The site&#8217;s simple and friendly design targets college students, young adults and upwardly mobile professionals.</p>","social-shopping, web-2-0, e-commerce, recommend, share, products"
308,hooolp,Berlin,"[{'description': 'hooolp GmbH', 'address1': 'Clementweg 35', 'address2': '', 'zip_code': '13127', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.9548993, 'longitude': 11.5778387}]","{'type': 'Point', 'coordinates': [11.5778387, 49.9548993]}",49.9548993,11.5778387,$0,2007.0,10.0,search,live music events database band-box,"<p>hooolp GmbH was founded in 2009, offers a search engine for live music as well as a ticket price comparison for concert tickets and now runs the most comprehensive database for concert dates in Germany as well as multiple award winning iPhone- and Android Apps for ticket price comparison „Best Price Ticket“.
With band-box a tool for bands, clubs, festivals, agencies and labels is being offered, that significantly facilitates the daily work of all these groups.</p>","live-music, calendar, live-music-search-site"
34,acomo,Berlin,"[{'description': None, 'address1': 'Alt-Moabit 91 c/d', 'address2': '', 'zip_code': '12587', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.525092, 'longitude': 13.345143}]","{'type': 'Point', 'coordinates': [13.345143, 52.525092]}",52.525092,13.345143,$0,2007.0,6.0,web,,<p>acomo is a German social network service.</p>,
349,Moviepilot,Berlin,"[{'description': 'German Headquarters', 'address1': 'Mehringdamm 33', 'address2': '', 'zip_code': '10961', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.4947266, 'longitude': 13.398504}, {'description': 'US Office', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'Los Angeles', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.0522342, 'longitude': -118.2436849}]","{'type': 'Point', 'coordinates': [13.398504, 52.4947266]}",52.4947266,13.398504,$7M,2007.0,43.0,web,Personalized movie recommendation,"<p>Moviepilot is a home for upcoming movies and the community of fans who care about them.</p>

<p>All the news on the movies you care about, from behind the scenes to the big screen, delivered straight to you. Never miss a detail - or a movie - ever again.</p>","media, film, cinema, tv, dvd, stars, entertainment, recommendation-engine, movies, recommender-system, social-network, rails"
27,doXtop,Ostfildern,"[{'description': 'Coextant Systems', 'address1': 'Schoenbergstr 45', 'address2': '', 'zip_code': '73760', 'city': 'Ostfildern', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.7243517, 'longitude': 9.2223731}]","{'type': 'Point', 'coordinates': [9.2223731, 48.7243517]}",48.7243517,9.2223731,$0,2007.0,5.0,software,Free social publishing services,"<p>doXtop is a state-of-the-art Web-publishing platform that lets you share your expertise with people, communities and systems around the world—and reap the rewards!</p>

<p>Automatically publish documents, presentations, spreadsheets, images, drawings and other formats in the paper-oriented formats of your choice or as full-blown hypertext publications that are optimized for online users. Distribute your publications to any target audience without technical knowledge or manual conversion effort!</p>

<p>Simultaneously publish professional-looking novels, magazines, newsletters and white papers in formats optimized for PCs, paper, PDAs, mobile phones and other mobile devices without being at the mercy of self-interested publishers or having to hire a team of developers!</p>

<p>Promote yourself, your company, your brand and your credibility by sharing your expertise with the people who need it!</p>

<p>Build trust with and get valuable feedback from readers and customers with interactive reader communities!</p>","publishing, social-publishing, publishing-house, content-transformation, format-conversion, documents, open-access-publishing"
358,Microstim,LÃ¼beck,"[{'description': '', 'address1': 'Maria-Goeppert-StraÃŸe 1', 'address2': '', 'zip_code': '23562', 'city': 'LÃ¼beck', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.8353585, 'longitude': 10.6976787}]","{'type': 'Point', 'coordinates': [10.6976787, 53.8353585]}",53.8353585,10.6976787,$2.64M,2007.0,,biotech,implants,"<p>Microstim GmbH develops a tissue and function maintaining implantable myostimulator designed to assist the heart. Particular strengths of Microstim GmbH are the microcontroller acquisition and processing of data, control of cardiac and muscle stimulator impulses, and wireless â€œin-bodyâ€-communication.
At the national business plan contest â€œScience4Lifeâ€ in 2008, Microstim GmbH was one of ten winners in the concept phase category.</p>",
13,MyNeighborhood,Hamburg,"[{'description': None, 'address1': 'Grosser Grasbrook 15', 'address2': None, 'zip_code': '20457', 'city': 'Hamburg', 'state_code': None, 'country_code': 'DEU', 'latitude': 53.540804, 'longitude': 9.993586}]","{'type': 'Point', 'coordinates': [9.993586, 53.540804]}",53.540804,9.993586,$0,2007.0,3.0,web,,<p>MyNeighborhood is a local social network with the purpose of bringing people together that help and support themselves in the time of annoymity. The idea was based on a research project called the &#8220;familiar stranger&#8221; where people do know each other in their Zip-codes and their areas but never talk to each other.</p>,
377,BizSphere,Stuttgart,"[{'description': 'Stuttgart Headquarters', 'address1': 'Friedrichstr. 15', 'address2': '', 'zip_code': '70174', 'city': 'Stuttgart', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.7818713, 'longitude': 9.1773043}]","{'type': 'Point', 'coordinates': [9.1773043, 48.7818713]}",48.7818713,9.1773043,$0,2007.0,25.0,enterprise,"Sales Enablement, KM & RIA development","<p>BizSphere AG is a software and consulting company with its headquarters in Stuttgart, Germany. In 2006 BizSphere was established as a business unit within SVA GmbH, one of the leading system integrators in Germany. In 2007 this business unit became an independent legal entity as SVA-BizSphere AG, which is doing business under the name of BizSphere AG since October 2010. The company is located in Germany with offices in Mainz and Stuttgart and operates with an international network of staff and consultants.</p>

<p>What we do
BizSphere AG has developed a software platform and consulting framework supporting companies in solving their Sales Enablement challenges. BizSphere Sales Enablement provides efficient and sustainable content management methodologies and tools. It helps to optimize cost and improves the quality of existing information. The application provides one single intuitive user interface and is based on an open IT architecture for Knowledge Management, leverages Enterprise 2.0 technologies and integrates with Enterprise Content Management (ECM) systems as well as Unified Communications (UC) and Customer Relationship Management (CRM) platforms. BizSphere is operating worldwide, main target market is Central Region (Germany, Austria and Switzerland) and EMEA (Europe Middle East and Africa), where the company is focused on IT, Telecommunications&amp;Media, Banking&amp;Finance, as well as Pharma&amp;Health Care. </p>

<p>About BizSphere Sales Enablement:
The BizSphere Sales Enablement Solution is an innovative software platform and a process consulting framework that simplifies and accelerates access to existing information and allows effective structured content according to customer needs. The information is available wherever and whenever needed and sales is able to response very fast to constantly changing customer situations and requirements. 
The platform combines know-how in the areas of semantic and social web (Web 2.0/3.0), as well as innovative user interface design for implementation in large, global enterprises and small and medium businesses.</p>","sales, marketing, sales-enablement, knowledge-management, salesenablement, knowledgemanagement, ria-development, sales20, enterprise-2-0, web-applications, km, single-sourcing, flex, flash"
379,Sauspiel,Berlin,"[{'description': 'Berlin Office', 'address1': 'ReichenbergerstraÃŸe 113a', 'address2': '', 'zip_code': '10999', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.4943074, 'longitude': 13.434474}]","{'type': 'Point', 'coordinates': [13.434474, 52.4943074]}",52.4943074,13.434474,$0,2007.0,8.0,games_video,Schafkopf Community (German Cardgame),"<p>Sauspiel is the largest web community around the German cardgame Schafkopf. </p>

<p>Sauspiel was founded in early 2007 by Martin Kavalar, Agnes Reissner, Jan Bromberger and Stephan Eichler. It is financed solely by its founders. Since the launch, approximately 100.000 users have signed up to play the traditional Bavarian Card Game Schafkopf (SheepÂ´s Head), which makes Sauspiel by far the largest site for online Schafkopf. 
Playing for points is free, Premium memberships and playing cash games for small stakes is also available. In addition to the game itself, Sauspiel also offers several community oriented features like player profiles, guestbooks, private messages and a map of all registered players.</p>","schafkopf, online-schafkopf, gaming, community, bavaria"
69,Refined Labs,Munich,"[{'description': '', 'address1': 'Residenzstr. 7', 'address2': '', 'zip_code': '803333', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.136326, 'longitude': 11.562023}]","{'type': 'Point', 'coordinates': [11.562023, 48.136326]}",48.136326,11.562023,$0,2007.0,16.0,advertising,,"<p>Refined Labs is developing an Online Marketing Toolbox that helps agencies, direct SEM advertisers as well as affiliates to optimize their ROI on advertising money spent.</p>

<p>Refined Labs was founded by Thomas Bindl in early 2007 and got a first round of financing from Holtzbrinck eLAB in late 2007.</p>

<p>The first product, Refined Ads, is a fully integrated toolset to manage and optimize Performance Marketing campaigns. It has interfaces for PPC (Google AdWords, Yahoo SearchMarketing, Microsoft AdCenter, Yandex and Baidu), Affiliate Marketing (Zanox, TradeDoubler and affilinet), display marketing, social media and SEO. It is considered Germany&#8217;s leading performance marketing technology.</p>

<p>Clients include Opodo, Sixt, T-Mobile, experteer as well as leading agencies like metapeople, blue summit, PLAN.NET or OMG4CE.</p>","refined-labs, refined-ads, search-engine-marketing, sem, bid-management, online-marketing, ppc, pay-per-click"
61,imedo,Berlin,"[{'description': '', 'address1': 'Karl-Liebknecht-Straße 5', 'address2': '', 'zip_code': '10178', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.519212, 'longitude': 13.403108}]","{'type': 'Point', 'coordinates': [13.403108, 52.519212]}",52.519212,13.403108,$0,2007.0,15.0,health,,<p>imedo is a German health community that enables patients to take control over their health by sharing advice on e.g. diseases or treatment options and finding people with similar health challenges. Among its popular features are a doctor recommendation service &#8220;virtual hugs&#8221; and online support groups.</p>,"imedo, health-community, gesundheit, community, medizin, medicine, health-2-0, web-2-0"
176,mufin,Berlin,"[{'description': 'World Headquarters', 'address1': 'Friedrichstrasse 200', 'address2': '', 'zip_code': '10117', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5090253, 'longitude': 13.3901319}]","{'type': 'Point', 'coordinates': [13.3901319, 52.5090253]}",52.5090253,13.3901319,$0,2007.0,,software,audio identification & recommendation,"<p>mufin offers first-class mobile and server solutions for audio identification and music recommendation that create new revenue streams for its customers. </p>

<p>The complete product portfolio offers white label solutions and licenses for the technology to the B2B sector. mufin&#8217;s B2B solutions reach a variety of customer groups including social TV platform providers, targeted/interactive advertising platform providers, digital agencies, brands, broadcast monitoring service providers, app developers, video &amp; audio online services, music streaming service providers, media research companies and music download shops among others. </p>

<p>mufin develops digital signal processing technologies on the basis of sound analysis which automate the process of recognizing, discovering, navigating and managing content in the digital age. mufin&#8217;s audio recognition and music recommendation technologies can be used on mobile devices, desktops, servers and the web. </p>

<p>mufin - formerly known as m2any - was founded in 2005 as a spin-off company of the renowned Fraunhofer Institute for Digital Media Technology (IDMT). In 2007, MAGIX AG acquired m2any and the patents for audio identification and music recommendation and created the subsidiary company mufin. Today, mufin is fully owned by MAGIX AG.</p>","music-recommendation, broadcast-monitoring-of-advertisement, visual-music-navigation, mood-playlists, live-tv-channel-detection, social-tv--second-screen, interactive-advertising, duplicate-removal--asset-management, copyright-clearing, audience-measureme"
96,Table-Booking,Berlin,"[{'description': 'German office', 'address1': 'Neue SchÃ¶nhauser StraÃŸe 6', 'address2': '', 'zip_code': '10178', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.524616, 'longitude': 13.404438}]","{'type': 'Point', 'coordinates': [13.404438, 52.524616]}",52.524616,13.404438,$0,2007.0,,network_hosting,,"<p>Table-booking.com works on 4 interacting platforms and is created for the F&amp;B Industry and for everybody who likes to eat and drink:</p>

<p>1) A world-wide restaurant search engine and real time table reservation system</p>

<p>2) A multilingual Web 2.0 gourmet portal with social community</p>

<p>The table-booking.com portal is custom-made for the worldwide gastronomy sector. It features a worldwide restaurant search engine, gastronomy videos, and social networking for gastronomy fans and gastronomy &#8220;wikis.&#8221; </p>

<p>The Gourmet&#8217;s World cooking shows show case international chefs revealing their secrets. The editable Winepedia, Spicepedia, Cocktailpedia and Cigarpedia wikis provide space for all connoisseurs to share their knowledge and to form expert networks and new friends around the world. Table-booking.com also contains a recipe database with photo galleries that can be edited by registered TB users.</p>

<p>3) A restaurant website in Flash with booking engine. The booking system is available in six languages: German, English, Arabic, Italian, French and Spanish. Japanese, Chinese and Russian will be added in 2008. Everybody can make a booking in his or her own language. </p>

<p>Restaurant-side features are instantly modifiable by restaurants themselves: no setup or maintenance by Table-Booking.com is required.</p>

<p>Subscribed restaurants can use the standard booking tool free of charge, or upgrade, for an affordable fee, to a fully customizable site, using the restaurant&#8217;s own design and style</p>

<p>A demo version, using a customized design, can be seen online at:</p>

<p>http://www.table-booking.com/table-booking-demo-hhmueller/index.php</p>

<p>Online menus, wine lists and picture galleries make individual restaurant booking easy. </p>

<p>4) A restaurant management system for the gastronome making walk-in, phone and online bookings simple, easy to monitor and making reservations more efficient.</p>

<p>There is a nominal booking fee per person that books through Table-Booking.com with a maximum limit of 4 guests per booking.</p>","table, reservation, restaurants, online, bookings, management-system, gourmets, social-network"
276,mindsquare,Bielefeld,"[{'description': 'Sales Office', 'address1': 'Otto-Brenner-Str. 207', 'address2': '', 'zip_code': '33604', 'city': 'Bielefeld', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.0066973, 'longitude': 8.5603878}]","{'type': 'Point', 'coordinates': [8.5603878, 52.0066973]}",52.0066973,8.5603878,$0,2007.0,50.0,consulting,Enterprise 2.0 specialist network,<p>Enterprise 2.0 specialist network for SAP technology and application development. The Company planed actually a new service in the cloud computing area and will offer this in end of 2009.</p>,"sap, salesforce, enterprise-2-0, saas, daas, cloud-computing"
278,Panfu,Berlin,"[{'description': 'Young Internet GmbH', 'address1': 'WinsstraÃŸe 62/63', 'address2': '', 'zip_code': '10405', 'city': 'Berlin', 'state_code': None, 'country_code': 'DEU', 'latitude': 52.5283111, 'longitude': 13.4120986}]","{'type': 'Point', 'coordinates': [13.4120986, 52.5283111]}",52.5283111,13.4120986,$0,2007.0,20.0,games_video,,"<p>Panfu is a safe virtual online world for children. Here they can play educational games, meet and chat with friends.</p>

<p>When our children surf the Internet, they should, above all, be having fun and surfing content which corresponds to their age and development. In the virtual world of Panfu, young Internet users between the ages of 8 and 12 years will find a wide range of free and child-appropriate online games including a safe and supervised chat tool, learn languages and the option to care for a virtual pet. Every child in Panfu can individually stylize their own panda and set up and decorate their own tree-house. Creativity is particularly encouraged in Panfu. Panfu is colourfully designed and advertisement free to members (Gold Pandas). In addition to the exciting online games children will also have the chance to socialise with children of their age through chatting and developing friendships. Parents can take a virtual tour of Panfu, which provides an overview of all the games and learning possibilities.</p>","virtual-worlds, children, language-learning, games, educational, multiplayer"
269,iPharro Media,Darmstadt,"[{'description': 'Headquarters', 'address1': 'Rundeturmstrasse 10', 'address2': '', 'zip_code': '64283', 'city': 'Darmstadt', 'state_code': None, 'country_code': 'DEU', 'latitude': 49.8740096, 'longitude': 8.6605881}, {'description': 'US Office', 'address1': '1133 Broadway', 'address2': 'Suite 706', 'zip_code': '10010', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.7438356, 'longitude': -73.9890149}]","{'type': 'Point', 'coordinates': [8.6605881, 49.8740096]}",49.8740096,8.6605881,$5.18M,2007.0,17.0,software,Content identification solutions ,"<p>iPharro Media is on the forefront of the digital asset management revolution, enabling companies along every step of the media value chain to identify, monetize and even protect video content. iPharro MediaSeeker technology is a superior, scalable content analysis platform that can be readily adapted to virtually any relevant business application</p>

<p>iPharro uses state of the art, sophisticated software to analyze and immediately identify video clips by comparing them to a database of known video information. The flagship iPharro MediaSeeker software product allows customers to easily and efficiently monitor multiple broadcast television channels in order to detect desired content using patent pending video fingerprinting technology</p>","fingerprinting, content-identification, piracy-protection, drm, television-monitoring, television, online-monitoring, monetization, copyright-protection"
100,Aloqa,Munich,"[{'description': 'Headquarters', 'address1': 'Holzstr. 30', 'address2': '', 'zip_code': '80469', 'city': 'Munich', 'state_code': None, 'country_code': 'DEU', 'latitude': 48.1281209, 'longitude': 11.5677288}, {'description': 'Palo Alto Office', 'address1': '855 El Camino Real', 'address2': 'Bldg 4, Suite 272', 'zip_code': '94301', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.43938, 'longitude': -122.158804}]","{'type': 'Point', 'coordinates': [11.5677288, 48.1281209]}",48.1281209,11.5677288,$1.5M,2007.0,14.0,mobile,Always Be A Local,"<p>Aloqa is a mobile service that proactively notifies users about interesting places, services, events, and people close to where they are. Once you download and start Aloqa, you need to just look at your phone and it shows you live information about interesting things in your vicinity like your favorite coffee shops, highly rated restaurants, local bargains and coupons, Facebook friends in the vicinity, even kid friendly events. When you change locations, Aloqa refreshes itself automatically and notifies you of the relevant set of services, points of interest, events, and friends close to your new location. Wherever you are, whenever you go.</p>

<p>In addition, Aloqa provides an API for easy development of location-based services, especially for proactive and community oriented applications. Examples contain detecting automatically the proximity of two mobile targets (such as Facebook friends), sorting a buddy list by current distance and automatically updating the list as well as clique observation (show me when 3 out of 5 of my myspace girlfriends are nearby).</p>","lbs, proactive-lbs, community-lbs, location-provider, push, ajax, lbs-trigger, event-driven"
268,PlanningWiz,Münster,"[{'description': 'Headquarters', 'address1': 'Schuckertstraße 32', 'address2': '', 'zip_code': '48153', 'city': 'M\x81\x81ünster', 'state_code': None, 'country_code': 'DEU', 'latitude': 51.9266839, 'longitude': 7.6341781}]","{'type': 'Point', 'coordinates': [7.6341781, 51.9266839]}",51.9266839,7.6341781,$0,2007.0,6.0,software,Online floor planner software,"<p>PlanningWiz was founded in 2005 and has become a worldwide adopted room planning solution that supports consumer decision in furniture, gym equipment retail and real estate.    </p>

<p>PlanningWiz Room Planner allows users to quickly draw floor plans of various shapes and sizes, then transform the space to create personalized living environments by furnishing them with generic or real product icons, and by using the numerous interior design tools and features available.  </p>

<p>Pro edition: http://pro.planningwiz.com</p>

<p>PlanningWiz is headquartered in Münster, Germany with an operative office in Eastern Europe, Romania. 
For more information contact PlanningWiz at office@planningwiz.com. </p>","floor-planner, interactive-planner, room-planner, space-planning-software"
